"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,53160.00,168.00,140.00,0.00,0.00,87.00,116.00,48.00,"Delta Air Lines Inc.","DL","ABE","JFK",6,"622",1,2018,2,5,1,"F",
0.00,1.00,38170.00,158.00,130.00,0.00,0.00,981.00,138.00,117.00,"Delta Air Lines Inc.","DL","ABQ","MSP",6,"656",1,2018,2,5,2,"F",
0.00,1.00,49090.00,180.00,150.00,0.00,0.00,981.00,129.00,119.00,"Delta Air Lines Inc.","DL","ABQ","MSP",8,"888",1,2018,2,5,2,"F",
0.00,2.00,68892.00,264.00,116.00,0.00,0.00,493.00,168.00,136.00,"Delta Air Lines Inc.","DL","ABQ","SLC",6,"698",1,2018,2,5,1,"F",
0.00,1.00,49090.00,180.00,165.00,0.00,0.00,321.00,68.00,54.00,"Delta Air Lines Inc.","DL","ABQ","TUS",8,"888",1,2018,2,5,1,"F",
0.00,1.00,38879.00,157.00,67.00,0.00,0.00,143.00,88.00,34.00,"Delta Air Lines Inc.","DL","AGS","ATL",6,"694",1,2018,2,5,1,"F",
0.00,2.00,76340.00,316.00,285.00,0.00,0.00,853.00,343.00,301.00,"Delta Air Lines Inc.","DL","ALB","ATL",6,"656",1,2018,2,5,2,"F",
0.00,1.00,41081.00,160.00,90.00,0.00,0.00,489.00,95.00,72.00,"Delta Air Lines Inc.","DL","ALB","DTW",6,"694",1,2018,2,5,1,"F",
0.00,1.00,29900.00,110.00,92.00,0.00,0.00,146.00,113.00,79.00,"Delta Air Lines Inc.","DL","ALB","JFK",6,"608",1,2018,2,5,1,"F",
0.00,2.00,98180.00,360.00,258.00,677.00,0.00,1448.00,395.00,362.00,"Delta Air Lines Inc.","DL","ANC","SEA",8,"888",1,2018,2,5,3,"F",
0.00,2.00,76340.00,316.00,270.00,231.00,0.00,853.00,278.00,219.00,"Delta Air Lines Inc.","DL","ATL","ALB",6,"656",1,2018,2,5,2,"F",
0.00,1.00,29900.00,110.00,97.00,0.00,0.00,813.00,164.00,146.00,"Delta Air Lines Inc.","DL","ATL","AUS",6,"608",1,2018,2,5,2,"F",
0.00,1.00,32870.00,149.00,132.00,150.00,436.00,813.00,165.00,139.00,"Delta Air Lines Inc.","DL","ATL","AUS",6,"655",1,2018,2,5,2,"F",
0.00,2.00,77758.00,317.00,292.00,0.00,1.00,813.00,300.00,250.00,"Delta Air Lines Inc.","DL","ATL","AUS",6,"694",1,2018,2,5,2,"F",
0.00,1.00,29900.00,110.00,96.00,0.00,0.00,859.00,172.00,152.00,"Delta Air Lines Inc.","DL","ATL","BDL",6,"608",1,2018,2,5,2,"F",
0.00,1.00,49760.00,199.00,186.00,27.00,6.00,859.00,216.00,172.00,"Delta Air Lines Inc.","DL","ATL","BDL",6,"622",1,2018,2,5,2,"F",
0.00,1.00,49090.00,180.00,156.00,216.00,0.00,859.00,123.00,105.00,"Delta Air Lines Inc.","DL","ATL","BDL",8,"888",1,2018,2,5,2,"F",
0.00,1.00,29900.00,110.00,106.00,0.00,0.00,134.00,71.00,29.00,"Delta Air Lines Inc.","DL","ATL","BHM",6,"608",1,2018,2,5,1,"F",
0.00,8.00,305360.00,1264.00,720.00,401.00,1037.00,134.00,448.00,222.00,"Delta Air Lines Inc.","DL","ATL","BHM",6,"656",1,2018,2,5,1,"F",
0.00,2.00,79960.00,314.00,199.00,251.00,0.00,134.00,90.00,50.00,"Delta Air Lines Inc.","DL","ATL","BHM",6,"694",1,2018,2,5,1,"F",
0.00,5.00,245450.00,900.00,547.00,115.00,270.00,134.00,237.00,140.00,"Delta Air Lines Inc.","DL","ATL","BHM",8,"888",1,2018,2,5,1,"F",
0.00,1.00,38470.00,158.00,137.00,0.00,0.00,214.00,63.00,42.00,"Delta Air Lines Inc.","DL","ATL","BNA",6,"656",1,2018,2,5,1,"F",
0.00,1.00,78430.00,224.00,182.00,0.00,0.00,946.00,146.00,121.00,"Delta Air Lines Inc.","DL","ATL","BOS",6,"626",1,2018,2,5,2,"F",
0.00,1.00,38170.00,158.00,121.00,299.00,9.00,577.00,105.00,85.00,"Delta Air Lines Inc.","DL","ATL","BWI",6,"656",1,2018,2,5,2,"F",
0.00,2.00,76340.00,316.00,280.00,205.00,0.00,259.00,129.00,86.00,"Delta Air Lines Inc.","DL","ATL","CHS",6,"656",1,2018,2,5,1,"F",
0.00,1.00,41370.00,160.00,139.00,75.00,550.00,554.00,94.00,77.00,"Delta Air Lines Inc.","DL","ATL","CLE",6,"614",1,2018,2,5,2,"F",
0.00,1.00,38170.00,158.00,147.00,29.00,0.00,554.00,95.00,74.00,"Delta Air Lines Inc.","DL","ATL","CLE",6,"656",1,2018,2,5,2,"F",
0.00,1.00,32700.00,124.00,83.00,0.00,0.00,226.00,69.00,42.00,"Delta Air Lines Inc.","DL","ATL","CLT",6,"612",1,2018,2,5,1,"F",
0.00,1.00,32700.00,124.00,117.00,0.00,0.00,447.00,99.00,69.00,"Delta Air Lines Inc.","DL","ATL","CMH",6,"612",1,2018,2,5,1,"F",
0.00,1.00,49760.00,199.00,181.00,3.00,0.00,447.00,82.00,68.00,"Delta Air Lines Inc.","DL","ATL","CMH",6,"622",1,2018,2,5,1,"F",
